# file...... 
# date...... Mon May 04 15:52:52 2015
# user...... mafoti
# host...... (null)
# target.... auction 1
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,period
2001-06-25 14:11:16 PDT,+900
2001-06-25 14:11:17 PDT,+900
2001-06-25 14:11:18 PDT,+900
2001-06-25 14:11:19 PDT,+900
2001-06-25 14:11:20 PDT,+900
2001-06-25 14:11:21 PDT,+900
2001-06-25 14:11:22 PDT,+900
2001-06-25 14:11:23 PDT,+900
2001-06-25 14:11:24 PDT,+900
2001-06-25 14:11:25 PDT,+900
2001-06-25 14:11:26 PDT,+900
2001-06-25 14:11:27 PDT,+900
2001-06-25 14:11:28 PDT,+900
2001-06-25 14:11:29 PDT,+900
2001-06-25 14:11:30 PDT,+900
